ID,AUC
1,0.745340628793091
2,0.7754202635405337
3,0.7194421746094535
4,0.6140555447957133
5,0.7391743199699791
6,0.6904811990987583
7,0.7109811367974762
8,0.6237352513852537
9,0.7182580505414349
10,0.7531001413581614
11,0.6921889560501463
12,0.679616869456427
